EEG CHANNEL CORRELATION ANALYSIS SUMMARY
Subject: sub-NORB00087_ses-2_task-EEG_eeg
Channels analyzed: 19
Recording duration: 320.0 seconds
Sampling frequency: 200.0 Hz
Matrix size: 19 × 19
Total channel pairs: 342
Mean correlation: 0.543
Standard deviation: 0.228
Range: [0.130, 0.994]
1. Highest correlation: 0.994
2. Lowest correlation: 0.130
3. Within-region correlations: 0.804 ± 0.173
4. Between-region correlations: 0.478 ± 0.190
Note: This analysis shows the functional connectivity patterns between EEG channels in resting-state infant brain activity.
Final Correlation Matrix:
       Fp1    Fp2     F3     F4     C3     C4     P3     P4     O1     O2     F7     F8     T3     T4     T5     T6     FZ     CZ     PZ
Fp1  1.000  0.942  0.914  0.845  0.759  0.686  0.355  0.380  0.282  0.332  0.878  0.798  0.346  0.434  0.180  0.217  0.900  0.704  0.464
Fp2  0.942  1.000  0.978  0.936  0.752  0.753  0.329  0.381  0.260  0.315  0.790  0.882  0.264  0.490  0.133  0.223  0.967  0.723  0.462
F3   0.914  0.978  1.000  0.952  0.788  0.772  0.332  0.380  0.243  0.305  0.801  0.861  0.278  0.461  0.130  0.201  0.994  0.757  0.467
F4   0.845  0.936  0.952  1.000  0.780  0.842  0.368  0.428  0.273  0.333  0.764  0.916  0.319  0.553  0.204  0.278  0.958  0.771  0.492
C3   0.759  0.752  0.788  0.780  1.000  0.813  0.674  0.591  0.460  0.486  0.826  0.677  0.528  0.485  0.414  0.347  0.803  0.854  0.720
C4   0.686  0.753  0.772  0.842  0.813  1.000  0.570  0.707  0.450  0.533  0.654  0.776  0.357  0.657  0.341  0.491  0.787  0.860  0.722
P3   0.355  0.329  0.332  0.368  0.674  0.570  1.000  0.748  0.786  0.693  0.400  0.335  0.494  0.430  0.674  0.517  0.346  0.605  0.877
P4   0.380  0.381  0.380  0.428  0.591  0.707  0.748  1.000  0.744  0.876  0.370  0.416  0.321  0.569  0.527  0.752  0.391  0.621  0.854
O1   0.282  0.260  0.243  0.273  0.460  0.450  0.786  0.744  1.000  0.871  0.240  0.257  0.269  0.350  0.606  0.573  0.252  0.464  0.742
O2   0.332  0.315  0.305  0.333  0.486  0.533  0.693  0.876  0.871  1.000  0.296  0.316  0.279  0.442  0.540  0.725  0.313  0.502  0.744
F7   0.878  0.790  0.801  0.764  0.826  0.654  0.400  0.370  0.240  0.296  1.000  0.716  0.565  0.414  0.330  0.211  0.798  0.666  0.439
F8   0.798  0.882  0.861  0.916  0.677  0.776  0.335  0.416  0.257  0.316  0.716  1.000  0.251  0.660  0.180  0.345  0.847  0.645  0.430
T3   0.346  0.264  0.278  0.319  0.528  0.357  0.494  0.321  0.269  0.279  0.565  0.251  1.000  0.357  0.726  0.302  0.306  0.365  0.361
T4   0.434  0.490  0.461  0.553  0.485  0.657  0.430  0.569  0.350  0.442  0.414  0.660  0.357  1.000  0.347  0.788  0.467  0.473  0.453
T5   0.180  0.133  0.130  0.204  0.414  0.341  0.674  0.527  0.606  0.540  0.330  0.180  0.726  0.347  1.000  0.492  0.150  0.309  0.500
T6   0.217  0.223  0.201  0.278  0.347  0.491  0.517  0.752  0.573  0.725  0.211  0.345  0.302  0.788  0.492  1.000  0.211  0.360  0.520
FZ   0.900  0.967  0.994  0.958  0.803  0.787  0.346  0.391  0.252  0.313  0.798  0.847  0.306  0.467  0.150  0.211  1.000  0.782  0.483
CZ   0.704  0.723  0.757  0.771  0.854  0.860  0.605  0.621  0.464  0.502  0.666  0.645  0.365  0.473  0.309  0.360  0.782  1.000  0.770
PZ   0.464  0.462  0.467  0.492  0.720  0.722  0.877  0.854  0.742  0.744  0.439  0.430  0.361  0.453  0.500  0.520  0.483  0.770  1.000
